branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count
A,NCT02243553,NCT02243553_exc__item11_C1,NCT02243553_exc__item11,C1,exclusion_criteria.children[10].children[0],condition,Sexually active,exists,null,,,computable,Sexually active women of childbearing age who do not use an acceptable barrier method of birth control,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item11_C2,NCT02243553_exc__item11,C2,exclusion_criteria.children[10].children[1],condition,childbearing age,exists,null,,,computable,Sexually active women of childbearing age who do not use an acceptable barrier method of birth control,,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02243553,NCT02243553_exc__item11_C3,NCT02243553_exc__item11,C3,exclusion_criteria.children[10].children[2],other,use an acceptable barrier method of birth control,not_exists,null,,,computable,do not use an acceptable barrier method of birth control,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C1,NCT02243553_exc__item12,C1,exclusion_criteria.children[11].children[0],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C2,NCT02243553_exc__item12,C2,exclusion_criteria.children[11].children[1],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C3,NCT02243553_exc__item12,C3,exclusion_criteria.children[11].children[2],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C4,NCT02243553_exc__item12,C4,exclusion_criteria.children[11].children[3],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C5,NCT02243553_exc__item12,C5,exclusion_criteria.children[11].children[4],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C6,NCT02243553_exc__item12,C6,exclusion_criteria.children[11].children[5],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C7,NCT02243553_exc__item12,C7,exclusion_criteria.children[11].children[6],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C8,NCT02243553_exc__item12,C8,exclusion_criteria.children[11].children[7],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item12_C9,NCT02243553_exc__item12,C9,exclusion_criteria.children[11].children[8],condition,Hypersensitivity,exists,null,,,computable,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item13_C1,NCT02243553_exc__item13,C1,exclusion_criteria.children[12],drug,experimental compounds,exists,null,,,computable,Concomitant treatment with other experimental compounds,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item14_C1,NCT02243553_exc__item14,C1,exclusion_criteria.children[13].children[0],drug,alter P450 enzyme,exists,null,,,computable,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item14_C2,NCT02243553_exc__item14,C2,exclusion_criteria.children[13].children[1],drug,P-gp,exists,null,,,computable,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item14_C3,NCT02243553_exc__item14,C3,exclusion_criteria.children[13].children[2],drug,the counter medications,exists,null,,,computable,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item14_C4,NCT02243553_exc__item14,C4,exclusion_criteria.children[13].children[3],drug,the counter medications,exists,null,,,computable,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item15_C1,NCT02243553_exc__item15,C1,exclusion_criteria.children[14].children[0],drug,medications,exists,null,,,computable,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item15_C2,NCT02243553_exc__item15,C2,exclusion_criteria.children[14].children[1],drug,medications,exists,null,,,computable,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item15_C3,NCT02243553_exc__item15,C3,exclusion_criteria.children[14].children[2],drug,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,exists,null,,,partial,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item15_C4,NCT02243553_exc__item15,C4,exclusion_criteria.children[14].children[3],drug,concomitant administration of any over the counter medications known to be highly dependent on P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,exists,null,,,partial,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item16_C1,NCT02243553_exc__item16,C1,exclusion_criteria.children[15].children[0],drug,food product,exists,null,,,computable,Concomitant administration of any food product known to alter P450 enzyme or P-gp activity,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item16_C2,NCT02243553_exc__item16,C2,exclusion_criteria.children[15].children[1],drug,food product,exists,null,,,computable,Concomitant administration of any food product known to alter P450 enzyme or P-gp activity,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item17_C1,NCT02243553_exc__item17,C1,exclusion_criteria.children[16],condition,affect bleeding,exists,null,,,computable,"Concomitant administration of any drug that could affect bleeding (e.g., aspirin, clopidogrel, ticlopidine, warfarin, heparin, low-molecular weight heparin)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item18_C1,NCT02243553_exc__item18,C1,exclusion_criteria.children[17].children[0],drug,oral contraceptives,exists,null,,,computable,Concomitant administration of oral contraceptives,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item18_C2,NCT02243553_exc__item18,C2,exclusion_criteria.children[17].children[1],other,may be included with 7-day washout period,exists,null,,,partial,may be included with 7-day washout period,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item19_C1,NCT02243553_exc__item19,C1,exclusion_criteria.children[18],drug,herbal medications,exists,null,,,computable,Concomitant administration of any herbal medications,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item20_C1,NCT02243553_exc__item20,C1,exclusion_criteria.children[19],condition,Inadequate venous access,exists,null,,,computable,Inadequate venous access,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item21_C1,NCT02243553_exc__item21,C1,exclusion_criteria.children[20].children[0],condition,renal insufficiency,exists,null,,,partial,Renal or hepatic insufficiency,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item21_C2,NCT02243553_exc__item21,C2,exclusion_criteria.children[20].children[1],other,hepatic insufficiency,exists,null,,,partial,Renal or hepatic insufficiency,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item22_C1,NCT02243553_exc__item22,C1,exclusion_criteria.children[21],condition,Clinically unacceptable result,exists,null,,,computable,Clinically unacceptable result at the screening physical examination,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item23_C1,NCT02243553_exc__item23,C1,exclusion_criteria.children[22],drug,investigational medications,exists,null,,,partial,Use of investigational medications within 30 days before study entry,,,temporal_anchor_mismatch_from_source,,layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT02243553,NCT02243553_exc__item24_C1,NCT02243553_exc__item24,C1,exclusion_criteria.children[23],condition,HIV-positive,exists,null,,,computable,HIV-positive,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02243553,NCT02243553_exc__item25_C1,NCT02243553_exc__item25,C1,exclusion_criteria.children[24],lab,Body Mass Index (BMI),>,scalar,30,kg,computable,Body Mass Index (BMI) > 30 kg/m²,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item1_C1,NCT03113253_inc__item1,C1,inclusion_criteria.children[0].children[0],procedure,burn excision surgery,exists,null,,,partial,Subjects undergoing burn excision surgery,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item1_C2,NCT03113253_inc__item1,C2,inclusion_criteria.children[0].children[1],observation,standard of care purposes,exists,null,,,non_computable,for standard of care purposes,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item2_C1,NCT03113253_inc__item2,C1,inclusion_criteria.children[1].children[0],demographic,male,exists,null,,,computable,Male,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item2_C2,NCT03113253_inc__item2,C2,inclusion_criteria.children[1].children[1].children[0],demographic,female,exists,null,,,computable,female,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item2_C3,NCT03113253_inc__item2,C3,inclusion_criteria.children[1].children[1].children[1],demographic,>= 18 years of age,>=,scalar,18,years,computable,>= 18 years of age,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item3_C1,NCT03113253_inc__item3,C1,inclusion_criteria.children[2].children[0],other,subject agrees to participate in this study,exists,null,,,non_computable,Subject or subject's medical decision maker agrees to participate in this study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item3_C2,NCT03113253_inc__item3,C2,inclusion_criteria.children[2].children[1].children[0],other,subject's medical decision maker agrees to participate in this study,exists,null,,,non_computable,Subject or subject's medical decision maker agrees to participate in this study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_inc__item3_C3,NCT03113253_inc__item3,C3,inclusion_criteria.children[2].children[1].children[1],other,provides informed consent,exists,null,,,non_computable,provides informed consent,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_exc__item1_C1,NCT03113253_exc__item1,C1,exclusion_criteria.children[0].children[0],condition,hypercoagulopathy,exists,null,,,computable,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_exc__item1_C2,NCT03113253_exc__item1,C2,exclusion_criteria.children[0].children[1],condition,deep vein thrombosis,exists,null,,,computable,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03113253,NCT03113253_exc__item1_C3,NCT03113253_exc__item1,C3,exclusion_criteria.children[0].children[2],condition,pulmonary embolism,exists,null,,,computable,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
