branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT02243553,NCT02243553_exc__item1_C6,NCT02243553_exc__item1,C6,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergy,exists,null,null,,computable,,"History or presence of allergy to the study drugs or their components or drugs of their class, or a history of drug or other allergy that, in the opinion of the physician responsible, contraindicates their participation",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item1_C7,NCT02243553_exc__item1,C7,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergy,exists,null,null,,computable,,"History or presence of allergy to the study drugs or their components or drugs of their class, or a history of drug or other allergy that, in the opinion of the physician responsible, contraindicates their participation",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02243553,NCT02243553_exc__item1_C8,NCT02243553_exc__item1,C8,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergy,exists,null,null,,computable,,"History or presence of allergy to the study drugs or their components or drugs of their class, or a history of drug or other allergy that, in the opinion of the physician responsible, contraindicates their participation",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02243553,NCT02243553_exc__item2_C1,NCT02243553_exc__item2,C1,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,observation,finding of the medical examination deviating from normal,exists,null,null,,partial,Requires determining whether a medical examination finding is 'deviating from normal' across potentially multiple measures without specifying which or thresholds.,"Any finding of the medical examination (including blood pressure, pulse rate and electrocardiogram) deviating from normal",review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT02243553_exc__item2_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""non_computable_reason""]",,B_current,pass,human_review,B_rescue_unresolved
A,NCT02243553,NCT02243553_exc__item2_C2,NCT02243553_exc__item2,C2,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,observation,"Any finding of the medical examination (including blood pressure, pulse rate and electrocardiogram) deviating from normal and of clinical relevance",exists,null,null,,non_computable,Clinical relevance is a subjective clinical judgment not reliably represented as structured patient-level data.,"Any finding of the medical examination (including blood pressure, pulse rate and electrocardiogram) deviating from normal and of clinical relevance",review_priority,0.45,0.55,no_bert_anchor|computability_non_computable|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT02243553_exc__item2_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_dejure_best,pass,human_review,B_layer1_hard_issue
A,NCT02243553,NCT02243553_exc__item3_C1,NCT02243553_exc__item3,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,condition,significant medical conditions,exists,null,null,,partial,Term 'significant' is subjective and not precisely defined; specific conditions are not enumerated in this clause.,History or diagnosis of any significant medical conditions,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT02243553_exc__item3_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT02243553,NCT02243553_exc__item3_C2,NCT02243553_exc__item3,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,condition,significant medical conditions,exists,null,null,,partial,Term 'significant' is subjective and not precisely defined; specific conditions are not enumerated in this clause.,History or diagnosis of any significant medical conditions,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT02243553_exc__item3_C2__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT02243553,NCT02243553_exc__item4_C1,NCT02243553_exc__item4,C1,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,lab,liver enzymes,exists,null,null,,computable,,Known elevated liver enzymes in past clinical trials with any compound (experimental or marketed),review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02243553,NCT02243553_exc__item5_C1,NCT02243553_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,laboratory abnormalities,exists,null,null,,computable,,Clinically relevant laboratory abnormalities,high_support_not_auto_accept,0.966151,0.033849,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02243553,NCT02243553_exc__item6_C1,NCT02243553_exc__item6,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C2,NCT02243553_exc__item6,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C3,NCT02243553_exc__item6,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C4,NCT02243553_exc__item6,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C5,NCT02243553_exc__item6,C5,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C6,NCT02243553_exc__item6,C6,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C7,NCT02243553_exc__item6,C7,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C8,NCT02243553_exc__item6,C8,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item6_C9,NCT02243553_exc__item6,C9,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",exists,null,null,,computable,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item7_C1,NCT02243553_exc__item7,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,alcohol abuse,exists,null,null,,computable,,History of alcohol abuse,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02243553,NCT02243553_exc__item7_C2,NCT02243553_exc__item7,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,use of any illicit drugs,exists,null,null,,computable,,use of any illicit drugs,high_support_not_auto_accept,0.942387,0.057613,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02243553,NCT02243553_exc__item8_C1,NCT02243553_exc__item8,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,unable to abstain from more than one beer or alcohol equivalent per day for the duration of the study,exists,null,null,,non_computable,Subjective or operational criterion.,Unable to abstain from more than one beer or alcohol equivalent per day for the duration of the study,review_priority,0.35,0.65,no_bert_anchor|computability_non_computable|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02243553,NCT02243553_exc__item9_C1,NCT02243553_exc__item9,C1,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,observation,use of tobacco products,exists,null,null,,partial,Tobacco product use is not time-bounded in the clause; may be ambiguous whether current or any prior use.,Use of tobacco products and/or history of smoking within the past 2 months,review_priority,0.35,0.65,entity_type_not_supported_by_best_anchor|temporal_marker_without_temporal_context|history_marker_without_history_context|computability_partial|quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT02243553_exc__item9_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,human_review,B_rescue_unresolved
A,NCT02243553,NCT02243553_exc__item9_C2,NCT02243553_exc__item9,C2,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,observation,history of smoking,exists,null,null,,computable,,Use of tobacco products and/or history of smoking within the past 2 months,review_priority,0.35,0.65,entity_type_not_supported_by_best_anchor|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT02243553_exc__item9_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""temporal_context""]",,B_current,pass,accept,B_accept
A,NCT02243553,NCT02243553_exc__item10_C1,NCT02243553_exc__item10,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,condition,Pregnant,exists,null,null,,computable,,Pregnant,intermediate_support,0.807312,0.192688,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02243553,NCT02243553_exc__item10_C2,NCT02243553_exc__item10,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,breast feeding,exists,null,null,,partial,Entity typing is weak and may require later review.,breast feeding,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02243553,NCT02243553_exc__item11_C1,NCT02243553_exc__item11,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,condition,Sexually active,exists,null,null,,computable,,Sexually active women of childbearing age who do not use an acceptable barrier method of birth control,intermediate_support,0.738939,0.261061,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
