branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason
B,NCT02243553,NCT02243553_exc__item2_C1,NCT02243553_exc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,finding of the medical examination deviating from normal,exists,null,,,partial,,"Any finding of the medical examination (including blood pressure, pulse rate and electrocardiogram) deviating from normal",reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02243553_exc__item2_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02243553,NCT02243553_exc__item2_C2,NCT02243553_exc__item2,C2,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,observation,"Any finding of the medical examination (including blood pressure, pulse rate and electrocardiogram) deviating from normal and of clinical relevance",exists,null,,,non_computable,,"Any finding of the medical examination (including blood pressure, pulse rate and electrocardiogram) deviating from normal and of clinical relevance",reference_review_priority,reference_review_priority,llm_verifier,0.5,0.35,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02243553_exc__item2_C2__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text""]",
B,NCT02243553,NCT02243553_exc__item3_C1,NCT02243553_exc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,condition,significant medical conditions,exists,null,,,partial,,History or diagnosis of any significant medical conditions,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item3_C2,NCT02243553_exc__item3,C2,partial,1,branch_b_computability_review,B_computability_review,condition,significant medical conditions,exists,null,,,partial,,History or diagnosis of any significant medical conditions,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item4_C1,NCT02243553_exc__item4,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,elevated liver enzymes,exists,null,,,partial,,Known elevated liver enzymes in past clinical trials with any compound (experimental or marketed),reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02243553_exc__item4_C1__B_main_llm_rescue__branch_b_field_level_semantic_judge,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02243553,NCT02243553_exc__item5_C1,NCT02243553_exc__item5,C1,partial,1,branch_b_computability_review,B_computability_review,lab,clinically relevant laboratory abnormalities,exists,null,,,partial,,Clinically relevant laboratory abnormalities,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C1,NCT02243553_exc__item6,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant hepatic disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C2,NCT02243553_exc__item6,C2,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant cardiac disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C3,NCT02243553_exc__item6,C3,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant pulmonary disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C4,NCT02243553_exc__item6,C4,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant endocrine disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C5,NCT02243553_exc__item6,C5,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant immunological disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C6,NCT02243553_exc__item6,C6,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant gastrointestinal disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C7,NCT02243553_exc__item6,C7,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant hematological disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C8,NCT02243553_exc__item6,C8,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant vascular disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item6_C9,NCT02243553_exc__item6,C9,partial,1,branch_b_partial_computability,B_partial_computability,condition,clinically significant collagen disease,exists,null,,,partial,,"History of evidence of clinically significant hepatic, cardiac, pulmonary, endocrine, immunological, gastrointestinal, hematological, vascular or collagen disease",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item7_C1,NCT02243553_exc__item7,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,alcohol abuse,exists,null,,,computable,,History of alcohol abuse,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item7_C2,NCT02243553_exc__item7,C2,partial,1,branch_b_partial_computability,B_partial_computability,observation,illicit drug use,exists,null,,,partial,,use of any illicit drugs,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item8_C1,NCT02243553_exc__item8,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,unable to abstain from more than one beer or alcohol equivalent per day,exists,range,"{""min"": null, ""max"": null}",,partial,,Unable to abstain from more than one beer or alcohol equivalent per day for the duration of the study,reference_review_priority,reference_intermediate_support,llm_verifier,0.45,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02243553_exc__item8_C1__B_main_llm_rescue__branch_b_field_level_semantic_judge,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02243553,NCT02243553_exc__item9_C1,NCT02243553_exc__item9,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,use of tobacco products,exists,null,,,partial,,Use of tobacco products and/or history of smoking within the past 2 months,reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,B__NCT02243553_exc__item9_C1__B_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02243553,NCT02243553_exc__item9_C2,NCT02243553_exc__item9,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,observation,history of smoking,exists,null,,,computable,,Use of tobacco products and/or history of smoking within the past 2 months,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item10_C1,NCT02243553_exc__item10,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,pregnant,exists,null,,,computable,,Pregnant,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item10_C2,NCT02243553_exc__item10,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,observation,breast feeding,exists,null,,,computable,,breast feeding,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item11_C1,NCT02243553_exc__item11,C1,partial,1,branch_b_computability_review,B_computability_review,observation,sexually active,exists,null,,,partial,,Sexually active women of childbearing age who do not use an acceptable barrier method of birth control,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item11_C2,NCT02243553_exc__item11,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,demographic,woman of childbearing age,exists,null,,,partial,,Sexually active women of childbearing age who do not use an acceptable barrier method of birth control,reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,,,,,,
B,NCT02243553,NCT02243553_exc__item11_C3,NCT02243553_exc__item11,C3,partial,1,branch_b_computability_review,B_computability_review,therapy,acceptable barrier method of birth control,not_exists,null,,,partial,,do not use an acceptable barrier method of birth control,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02243553,NCT02243553_exc__item12_C1,NCT02243553_exc__item12,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,observation,hypersensitivity to caffeine,exists,null,,,computable,,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
