plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support,manual_A_pre_label,manual_B_pre_label,manual_A_pre_label_raw,manual_B_pre_label_raw,manual_A_pre_issue_type,manual_B_pre_issue_type,manual_B_vs_A_pre,manual_A_pre_is_error,manual_B_pre_is_error,target_branch_pre_label,target_branch_pre_is_error,has_any_manual_pre_label
A__NCT02944292_inc__item5_C1__A_main_llm_rescue__conservative_structural_recovery,A,NCT02944292_inc__item5_C1,NCT02944292,NCT02944292_inc__item5,C1,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,range_with_both_bounds_missing,,hard_structural:range_with_both_bounds_missing;layer1_policy_mandatory_rescue_or_review;operator_value_not_structurally_supported;range_with_both_bounds_missing,review_priority,0.3,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03247413_inc__item1_C1__A_main_llm_rescue__conservative_structural_recovery,A,NCT03247413_inc__item1_C1,NCT03247413,NCT03247413_inc__item1,C1,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,duplicate_identical_leaf;list_operator_without_list_value,,duplicate_identical_leaf;hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported;temporal_marker_without_temporal_context,review_priority,0.3,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03247413_inc__item1_C2__A_main_llm_rescue__conservative_structural_recovery,A,NCT03247413_inc__item1_C2,NCT03247413,NCT03247413_inc__item1,C2,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,duplicate_identical_leaf;list_operator_without_list_value,,duplicate_identical_leaf;hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported;temporal_marker_without_temporal_context,review_priority,0.3,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03247413_inc__item1_C3__A_main_llm_rescue__conservative_structural_recovery,A,NCT03247413_inc__item1_C3,NCT03247413,NCT03247413_inc__item1,C3,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,duplicate_identical_leaf;list_operator_without_list_value,,duplicate_identical_leaf;hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported;temporal_marker_without_temporal_context,review_priority,0.3,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03247413_inc__item1_C4__A_main_llm_rescue__conservative_structural_recovery,A,NCT03247413_inc__item1_C4,NCT03247413,NCT03247413_inc__item1,C4,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,duplicate_identical_leaf;list_operator_without_list_value,,duplicate_identical_leaf;hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported;temporal_marker_without_temporal_context,review_priority,0.3,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT03255044_inc__item4_C2__A_main_llm_rescue__conservative_structural_recovery,A,NCT03255044_inc__item4_C2,NCT03255044,NCT03255044_inc__item4,C2,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:llm_verifier,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,comparison_with_non_quantitative_entity;comparison_without_scalar_value,,comparison_with_non_quantitative_entity;comparison_without_scalar_value;computability_partial;hard_structural:comparison_without_scalar_value;high_semantic:comparison_with_non_quantitative_entity;history_marker_without_history_context;layer1_policy_mandatory_rescue_or_review;no_bert_anchor;operator_value_not_structurally_supported;quantitative_cue_not_represented,review_priority,0.3,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT03434951_exc__item10_C1__A_main_llm_rescue__conservative_structural_recovery,A,NCT03434951_exc__item10_C1,NCT03434951,NCT03434951_exc__item10,C1,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,list_operator_without_list_value,,hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported,review_priority,0.3,computability_review,reference_high_support_not_auto_accept,0.85,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT03434951_exc__item10_C2__A_main_llm_rescue__conservative_structural_recovery,A,NCT03434951_exc__item10_C2,NCT03434951,NCT03434951_exc__item10,C2,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,list_operator_without_list_value,,hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported,review_priority,0.3,computability_review,reference_high_support_not_auto_accept,0.85,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT03434951_exc__item10_C3__A_main_llm_rescue__conservative_structural_recovery,A,NCT03434951_exc__item10_C3,NCT03434951,NCT03434951_exc__item10,C3,A_main_llm_rescue,10,recover_structural_information_or_abstain,conservative_structural_recovery,1,1,0,0,0,1,0,0,1,branch_b_available_as_candidate_routing:computability_review,"Branch A is not repaired by a new LLM call. Use the corresponding Branch B leaf as the semantic substitute only because Branch B passed local usability checks. If the Branch B leaf is also routed to Branch B De Jure rescue, 06F2 should use the final best validated Branch B leaf.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,,A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,list_operator_without_list_value,,hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;list_operator_without_list_value;operator_value_not_structurally_supported,review_priority,0.3,computability_review,reference_high_support_not_auto_accept,0.85,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
A__NCT02668016_inc__item5_C4__A_main_llm_rescue__conservative_structural_recovery,A,NCT02668016_inc__item5_C4,NCT02668016,NCT02668016_inc__item5,C4,A_status_or_review,10,branch_a_needs_rescue_but_branch_b_not_usable,conservative_structural_recovery,1,0,0,0,0,0,0,1,0,branch_b_polarity_problem,"Try to recover the missing list/range/scalar information from evidence. If unrecoverable, mark partial/non-computable rather than downgrade silently.",Branch A has a conservative structural issue. This is actionable because the missing value/list/range may be recoverable from the source text.,"Branch A has an actionable issue, but the matching Branch B leaf is not locally usable as a substitute. Do not auto-apply substitution.",A,P1_run_now_conservative_structural_recovery,conservative_structural_recovery_before_downgrade,list_operator_without_list_value,,entity_not_grounded_in_evidence_or_item;hard_structural:list_operator_without_list_value;layer1_policy_mandatory_rescue_or_review;layer1d_pass1_pass2_logic_flag;list_operator_without_list_value;no_bert_anchor;operator_value_not_structurally_supported,review_priority,0.25,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6,,,,,,,missing,0,0,,0,0
