review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,n_clauses,logic_chain,manual_logic_label,manual_logic_issue_type,manual_logic_notes,,,,,,,
I00084,NCT00461136,NCT00461136_exc,NCT00461136_exc__item8,8,exclusion,multi_clause,Current diagnosis of heart failure (New York Heart Association (NYHA) Class II-IV),2,C1: current diagnosis of heart failure AND C2: New York Heart Association (NYHA) Class II-IV,correct,,,,,,,,,
I00085,NCT00461136,NCT00461136_exc,NCT00461136_exc__item9,9,exclusion,temporal,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",4,C1: history of myocardial infarction during the 6 months prior to Visit 1 OR C2: history of unstable angina pectoris during the 6 months prior to Visit 1 OR C3: history of coronary bypass surgery during the 6 months prior to Visit 1 OR C4: history of any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1,correct,,,,,,,,,
I00086,NCT00461136,NCT00461136_exc,NCT00461136_exc__item10,10,exclusion,negation,Second or third degree heart block without a pacemaker,3,C1: second degree heart block OR C2: third degree heart block AND C3: without a pacemaker,partial,wrong_connector,Missing parentheses: should be (C1 OR C2) AND C3,,,,,,,
I00087,NCT00461136,NCT00461136_exc,NCT00461136_exc__item11,11,exclusion,multi_clause,Concurrent potentially life threatening arrhythmia or symptomatic arrhythmia,2,C1: concurrent potentially life threatening arrhythmia OR C2: concurrent symptomatic arrhythmia,correct,,,,,,,,,
I00088,NCT00461136,NCT00461136_exc,NCT00461136_exc__item12,12,exclusion,simple,Clinically significant valvular heart disease,1,C1: clinically significant valvular heart disease,correct,,,,,,,,,
I00089,NCT00461136,NCT00461136_exc,NCT00461136_exc__item13,13,exclusion,simple,Type 1 diabetes mellitus,1,C1: Type 1 diabetes mellitus,correct,,,,,,,,,
I00090,NCT00461136,NCT00461136_exc,NCT00461136_exc__item14,14,exclusion,multi_clause,Uncontrolled Type II diabetes mellitus (Hemaglobin subtype A1C (HbA1C) >11 %),2,C1: uncontrolled Type II diabetes mellitus AND C2: Hemaglobin subtype A1C (HbA1C) >11 %,correct,,,,,,,,,
I00091,NCT00461136,NCT00461136_exc,NCT00461136_exc__item15,15,exclusion,temporal,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,3,C1: history of malignancy within the past five years OR C2: history of leukemia within the past five years OR C3: history of lymphoma within the past five years,partial,missing_clause,Exception 'but not basal cell skin carcinoma' not captured,,,,,,,
I00092,NCT00461136,NCT00461136_exc,NCT00461136_exc__item16,16,exclusion,exception,Participation in any clinical investigation within 4 weeks prior to dosing or longer if required by local regulation.,2,C1: participation in any clinical investigation within 4 weeks prior to dosing OR C2: participation in any clinical investigation longer than 4 weeks prior to dosing if required by local regulation,correct,,,,,,,,,
I00093,NCT00461136,NCT00461136_exc,NCT00461136_exc__item17,17,exclusion,temporal,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,2,C1: donation of 400 mL or more of blood within 8 weeks prior to dosing OR C2: loss of 400 mL or more of blood within 8 weeks prior to dosing,correct,,,,,,,,,
I00094,NCT00461136,NCT00461136_exc,NCT00461136_exc__item18,18,exclusion,temporal,Significant illness within the two weeks prior to dosing.,1,C1: significant illness within the two weeks prior to dosing,correct,,,,,,,,,
I00095,NCT00461136,NCT00461136_exc,NCT00461136_exc__item19,19,exclusion,multi_clause,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs including, but not limited to, any of the following:",8,C1: any surgical condition which might significantly alter the absorption of study drugs OR C2: any medical condition which might significantly alter the absorption of study drugs OR C3: any surgical condition which might significantly alter the distribution of study drugs OR C4: any medical condition which might significantly alter the distribution of study drugs OR C5: any surgical condition which might significantly alter the metabolism of study drugs OR C6: any medical condition which might significantly alter the metabolism of study drugs OR C7: any surgical condition which might significantly alter the excretion of study drugs OR C8: any medical condition which might significantly alter the excretion of study drugs,correct,,,,,,,,,
I00096,NCT00461136,NCT00461136_exc,NCT00461136_exc__item20,20,exclusion,multi_clause,"History of major gastrointestinal tract surgery such as gastrectomy, gastroenterostomy, or bowel resection",3,C1: history of major gastrointestinal tract surgery such as gastrectomy OR C2: history of major gastrointestinal tract surgery such as gastroenterostomy OR C3: history of major gastrointestinal tract surgery such as bowel resection,correct,,,,,,,,,
I00097,NCT00461136,NCT00461136_exc,NCT00461136_exc__item21,21,exclusion,temporal,"Currently active or previously active inflammatory bowel disease during the 12 months prior to Visit 1 Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",6,C1: currently active inflammatory bowel disease during the 12 months prior to Visit 1 OR C2: previously active inflammatory bowel disease during the 12 months prior to Visit 1 OR C3: currently active gastritis during the 3 months prior to Visit 1 OR C4: currently active duodenal ulcers during the 3 months prior to Visit 1 OR C5: currently active gastric ulcers during the 3 months prior to Visit 1 OR C6: currently active gastrointestinal/rectal bleeding during the 3 months prior to Visit 1,correct,,,,,,,,,
I00098,NCT00461136,NCT00461136_exc,NCT00461136_exc__item22,22,exclusion,multi_clause,"Any history of pancreatic injury, pancreatitis or evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase Evidence of hepatic disease, a history of hepatic encephalopathy, a history of esophageal varices, or a history of portocaval shunt",8,C1: history of pancreatic injury OR C2: pancreatitis OR C3: evidence of impaired pancreatic function/injury as indicated by abnormal lipase OR C4: evidence of impaired pancreatic function/injury as indicated by abnormal amylase OR C5: evidence of hepatic disease OR C6: history of hepatic encephalopathy OR C7: history of esophageal varices OR C8: history of portocaval shunt,correct,,,,,,,,,
I00099,NCT00461136,NCT00461136_exc,NCT00461136_exc__item23,23,exclusion,multi_clause,Current treatment with cholestyramine or cholestipol resins,2,C1: current treatment with cholestyramine OR C2: current treatment with cholestipol resins,correct,,,,,,,,,
I00100,NCT00461136,NCT00461136_exc,NCT00461136_exc__item24,24,exclusion,multi_clause,"History of immunocompromise, including a positive HIV test result.",2,C1: history of immunocompromise OR C2: positive HIV test result,correct,,,,,,,,,
I00101,NCT00461136,NCT00461136_exc,NCT00461136_exc__item25,25,exclusion,multi_clause,History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,2,C1: history of a positive Hepatitis B surface antigen (HBsAg) OR C2: history of a positive Hepatitis C test result,correct,,,,,,,,,
I00102,NCT00461136,NCT00461136_exc,NCT00461136_exc__item26,26,exclusion,temporal,History of drug or alcohol abuse within the 12 months prior to dosing.,2,C1: history of drug abuse within the 12 months prior to dosing OR C2: history of alcohol abuse within the 12 months prior to dosing,correct,,,,,,,,,
I00103,NCT00461136,NCT00461136_exc,NCT00461136_exc__item27,27,exclusion,non_computable,Persons directly involved in the execution of this protocol.,1,C1: persons directly involved in the execution of this protocol,correct,,,,,,,,,
I00104,NCT00461136,NCT00461136_exc,NCT00461136_exc__item28,28,exclusion,non_computable,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,2,C1: any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety OR C2: any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,correct,,,,,,,,,
I00105,NCT00461136,NCT00461136_exc,NCT00461136_exc__item29,29,exclusion,non_computable,History of noncompliance to medical regimens or unwillingness to comply with the study protocol,2,C1: history of noncompliance to medical regimens OR C2: unwillingness to comply with the study protocol,correct,,,,,,,,,
I00106,NCT00461136,NCT00461136_exc,NCT00461136_exc__item30,30,exclusion,multi_clause,"Known or suspected contraindications to the study medications, including history of allergy to Angiotensin converting enzyme (ACE) inhibitors and/or to thiazide diuretics or other sulfonamide derived drug",5,C1: known contraindications to the study medications OR C2: suspected contraindications to the study medications OR C3: history of allergy to Angiotensin converting enzyme (ACE) inhibitors OR C4: history of allergy to thiazide diuretics OR C5: history of allergy to other sulfonamide derived drug,correct,,,,,,,,,
I00107,NCT00461136,NCT00461136_exc,NCT00461136_exc__item31,31,exclusion,non_computable,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study, or is likely to prevent the patient from complying with the requirements of the study or completing the study",3,"C1: any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study OR C2: any surgical or medical condition that is likely to prevent the patient from complying with the requirements of the study OR C3: any surgical or medical condition that is likely to prevent the patient from completing the study",correct,,,,,,,,,
I00108,NCT00461136,NCT00461136_exc,NCT00461136_exc__item32,32,exclusion,non_computable,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,2,C1: use of any prescription drug which is prohibited by the protocol OR C2: use of any over-the-counter (OTC) medication which is prohibited by the protocol,correct,,,,,,,,,
I00109,NCT00461136,NCT00461136_exc,NCT00461136_exc__item33,33,exclusion,non_computable,Patients who previously participated in any Aliskiren study.,1,C1: previously participated in any Aliskiren study,correct,,,,,,,,,
I00110,NCT00461136,NCT00461136_exc,NCT00461136_exc__item34,34,exclusion,multi_clause,Pregnant or nursing woman.,2,C1: pregnant woman OR C2: nursing woman,correct,,,,,,,,,
I00111,NCT00461136,NCT00461136_exc,NCT00461136_exc__item35,35,exclusion,non_computable,Other protocol-defined inclusion/exclusion criteria may apply,1,C1: other protocol-defined inclusion/exclusion criteria may apply,correct,,,,,,,,,
I00112,NCT00625742,NCT00625742_inc,NCT00625742_inc__item1,1,inclusion,temporal,Are referred to the Cachexia Clinic with involuntary weight loss of >5% of their premorbid weight within the previous 6 months.,2,C1: referred to the Cachexia Clinic AND C2: involuntary weight loss of >5% of their premorbid weight within the previous 6 months,correct,,,,,,,,,
I00113,NCT00625742,NCT00625742_inc,NCT00625742_inc__item2,2,inclusion,simple,Are 18 years of age or older,1,C1: 18 years of age or older,correct,,,,,,,,,
I00114,NCT00625742,NCT00625742_inc,NCT00625742_inc__item3,3,inclusion,simple,Have a Karnofsky performance score of 60 or higher.,1,C1: Karnofsky performance score of 60 or higher,correct,,,,,,,,,
I00115,NCT00625742,NCT00625742_inc,NCT00625742_inc__item4,4,inclusion,temporal,Can maintain oral food intake during the study,1,C1: can maintain oral food intake during the study,correct,,,,,,,,,
I00116,NCT00625742,NCT00625742_inc,NCT00625742_inc__item5,5,inclusion,non_computable,Can understand the study procedures and can sign an informed consent form.,2,C1: can understand the study procedures AND C2: can sign an informed consent form,correct,,,,,,,,,
I00117,NCT00625742,NCT00625742_inc,NCT00625742_inc__item6,6,inclusion,negation,Are not currently taking melatonin.,1,NOT(C1: currently taking melatonin),correct,,,,,,,,,
I00118,NCT00625742,NCT00625742_inc,NCT00625742_inc__item7,7,inclusion,temporal,Are taking megestrol acetate and continue to lose weight despite at least 2 weeks of therapy.,2,C1: are taking megestrol acetate AND C2: continue to lose weight despite at least 2 weeks of therapy,correct,,,,,,,,,
I00119,NCT00625742,NCT00625742_inc,NCT00625742_inc__item8,8,inclusion,simple,Have a calculated creatinine clearance of >/= 60 cc/min.,1,C1: calculated creatinine clearance of >/= 60 cc/min,correct,,,,,,,,,
I00120,NCT00625742,NCT00625742_exc,NCT00625742_exc__item1,1,exclusion,temporal,Have dementia or delirium (as determined by the palliative care specialist) at study entry.,2,C1: have dementia at study entry OR C2: have delirium at study entry,correct,,,,,,,,,
