review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_leaf,B_leaf,manual_A_leaf_label,manual_B_leaf_label,manual_best_branch_A_B,manual_A_issue_type,manual_B_issue_type,manual_notes
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1,adequate performance status,Adequate performance status:,FALSE,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",partial,partial,tie,missing_threshold; bad_entity_type,missing_threshold,"Both miss that 'adequate' requires a threshold (e.g., ECOG ?1); A mislabels as lab"
I00018,NCT00319748,NCT00319748_inc,NCT00319748_inc__item18,18,inclusion,non_computable,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,C2,histologically proven persistent endometrial cancer,Histologically proven recurrent or persistent endometrial cancer,FALSE,AND,,entity_type=condition | entity=endometrial cancer | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=histologically proven persistent endometrial cancer | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Histologic confirmation and persistence status may not be consistently available as structured patient-level data.,partial,correct,B,too_narrow_entity,,A loses 'histologically proven persistent'
I00018,NCT00319748,NCT00319748_inc,NCT00319748_inc__item18,18,inclusion,non_computable,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,C3,endometrial cancer is not amenable to curative treatment with surgery,not amenable to curative treatment with surgery and/or radiation therapy,FALSE,AND,,entity_type=other | entity=endometrial cancer is not amenable to curative treatment with surgery | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=observation | entity=endometrial cancer not amenable to curative treatment with surgery | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=non_computable | reason=Amenability to curative surgery is a clinical judgment and not reliably represented as structured patient-level data.,correct,correct,tie,,,
I00018,NCT00319748,NCT00319748_inc,NCT00319748_inc__item18,18,inclusion,non_computable,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,C4,endometrial cancer is not amenable to curative treatment with radiation therapy,not amenable to curative treatment with surgery and/or radiation therapy,FALSE,AND,,entity_type=other | entity=endometrial cancer is not amenable to curative treatment with radiation therapy | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=observation | entity=endometrial cancer not amenable to curative treatment with radiation therapy | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=non_computable | reason=Amenability to curative radiation therapy is a clinical judgment and not reliably represented as structured patient-level data.,correct,correct,tie,,,
I00018,NCT00319748,NCT00319748_inc,NCT00319748_inc__item18,18,inclusion,non_computable,Histologically proven recurrent or persistent endometrial cancer that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens,C5,has failed 2 previous treatment regimens,has failed 2 previous treatment regimens,FALSE,,,entity_type=procedure | entity=treatment regimens | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=line_of_therapy | entity=failed 2 previous treatment regimens | operator=>= | value_type=scalar | value=2 | unit=regimen | temporal= | history=prior | computability=partial | reason=Treatment regimen failure and counting prior regimens may require clinical interpretation and may not be consistently structured.,incorrect,correct,B,wrong_entity,,A lacks count and failure; B correct
I00019,NCT00319748,NCT00319748_inc,NCT00319748_inc__item19,19,inclusion,simple,Measurable metastatic disease,C1,measurable metastatic disease,Measurable metastatic disease,FALSE,,,entity_type=condition | entity=metastatic disease | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=condition | entity=measurable metastatic disease | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Measurability criteria (e.g., RECIST definition and imaging modality) are not specified.",partial,correct,B,too_broad_entity,,A loses 'measurable'
I00020,NCT00319748,NCT00319748_inc,NCT00319748_inc__item20,20,inclusion,non_computable,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",C1,histologically proven recurrent squamous cell carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",FALSE,OR,,entity_type=condition | entity=squamous cell carcinoma | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=histologically proven recurrent squamous cell carcinoma of the cervix | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Histologic confirmation and recurrence status may not be consistently available as structured patient-level data.,partial,correct,B,too_narrow_entity,,A loses histology and recurrence
I00020,NCT00319748,NCT00319748_inc,NCT00319748_inc__item20,20,inclusion,non_computable,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",C2,histologically proven persistent squamous cell carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",FALSE,OR,,entity_type=condition | entity=squamous cell carcinoma | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=histologically proven persistent squamous cell carcinoma of the cervix | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Histologic confirmation and persistence status may not be consistently available as structured patient-level data.,partial,correct,B,too_narrow_entity,,Same
I00020,NCT00319748,NCT00319748_inc,NCT00319748_inc__item20,20,inclusion,non_computable,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",C3,histologically proven recurrent adenosquamous carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",FALSE,OR,,entity_type=condition | entity=adenosquamous carcinoma | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=histologically proven recurrent adenosquamous carcinoma of the cervix | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Histologic confirmation and recurrence status may not be consistently available as structured patient-level data.,partial,correct,B,too_narrow_entity,,Same
I00020,NCT00319748,NCT00319748_inc,NCT00319748_inc__item20,20,inclusion,non_computable,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",C4,histologically proven persistent adenosquamous carcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",FALSE,OR,,entity_type=condition | entity=adenosquamous carcinoma | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=histologically proven persistent adenosquamous carcinoma of the cervix | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Histologic confirmation and persistence status may not be consistently available as structured patient-level data.,partial,correct,B,too_narrow_entity,,Same
I00020,NCT00319748,NCT00319748_inc,NCT00319748_inc__item20,20,inclusion,non_computable,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix that is not amenable to curative treatment with surgery and/or radiation therapy AND has failed 2 previous treatment regimens.",C5,histologically proven recurrent adenocarcinoma of the cervix,"Histologically proven recurrent or persistent squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix",FALSE,OR,,entity_type=condition | entity=adenocarcinoma of the cervix | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=histologically proven recurrent adenocarcinoma of the cervix | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Histologic confirmation and recurrence status may not be consistently available as structured patient-level data.,partial,correct,B,too_narrow_entity,,Same
