plan_id,branch_to_update,criterion_id,final_decision,selected_source,apply_status,apply_action,skip_reason,changed_fields,old_entity_text,new_entity_text,old_operator,new_operator,old_value_type,new_value_type,old_value,new_value,old_unit,new_unit,old_computability,new_computability,local_validation_status,local_validation_reasons,decision,old_negated,new_negated,selection_reason,confidence
B__NCT00904202_exc__item1_C1__B_main_llm_rescue__condition_exception_context_recovery,B,NCT00904202_exc__item1_C1,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""non_computable_reason"", ""evidence_text""]",neurological condition other than that associated with their pain diagnosis,"neurological condition other than that associated with their pain diagnosis which, in the opinion of the investigator, would interfere with their ability to participate in the study",exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.12/5). The best generated candidate was LLM_candidate_1 with score 4.75/5, improving by at least 0.25.",high
B__NCT00904202_exc__item2_C2__B_main_llm_rescue__entity_regrounding,B,NCT00904202_exc__item2_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],lidocaine-containing product discontinuation not possible while receiving lidocaine,lidocaine-containing product discontinuation not possible while receiving lidocaine,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.50/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT00904202_inc__item5_C4__B_main_llm_rescue__value_or_operator_recovery,B,NCT00904202_inc__item5_C4,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],daily painful symptoms,daily painful symptoms,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=LLM_candidate_1 score 3.81/5; B_current score 3.62/5.,low
B__NCT00904202_inc__item6_C3__B_main_llm_rescue__value_or_operator_recovery,B,NCT00904202_inc__item6_C3,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],daily painful symptoms,daily painful symptoms,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.25/5; B_current score 4.25/5.,low
B__NCT00904202_inc__item7_C2__B_main_llm_rescue__value_or_operator_recovery,B,NCT00904202_inc__item7_C2,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""computability"", ""non_computable_reason""]",pain,pain,exists,>=,null,scalar,,3,,month,partial,computable,pass,[],select_candidate,,,"B_current failed or was weaker (2.50/5). The best generated candidate was LLM_candidate_1 with score 4.25/5, improving by at least 0.25.",high
B__NCT00917891_exc__item10_C5__B_main_llm_rescue__temporal_context_recovery,B,NCT00917891_exc__item10_C5,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],gynaecologic surgery,gynaecologic surgery,exists,exists,null,null,,,,,computable,computable,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 4.25/5; B_current score 4.25/5.,low
B__NCT00917891_exc__item1_C2__B_main_llm_rescue__history_context_recovery,B,NCT00917891_exc__item1_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],last pregnancy outcome,last pregnancy outcome,exists,exists,null,null,,,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.75/5; B_current score 3.75/5.,low
B__NCT00917891_exc__item6_C2__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item6_C2,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""non_computable_reason""]",abnormal physical finding on the vaginal walls,"abnormal physical finding on the vulva, vaginal walls or cervix",exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.25/5). The best generated candidate was LLM_candidate_1 with score 4.50/5, improving by at least 0.25.",high
B__NCT00917891_exc__item6_C3__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item6_C3,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""non_computable_reason""]",abnormal physical finding on the cervix,"abnormal physical finding on the vulva, vaginal walls or cervix",exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.12/5). The best generated candidate was LLM_candidate_1 with score 4.44/5, improving by at least 0.25.",high
B__NCT00917891_exc__item8_C1__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item8_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],cryotherapy required due to Pap smear result,cryotherapy required due to Pap smear result,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.50/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT00917891_exc__item8_C2__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item8_C2,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""evidence_text""]",biopsy required due to Pap smear result,requires biopsy,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (4.12/5). The best generated candidate was LLM_candidate_1 with score 4.40/5, improving by at least 0.25.",high
B__NCT00917891_exc__item8_C3__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item8_C3,select_candidate,LLM_candidate_3,applied,apply_selected_candidate_leaf,,"[""entity_text""]",treatment required due to Pap smear result (other than for infection),"cryotherapy, biopsy, treatment (other than for infection), or further evaluation",exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (3.81/5). The best generated candidate was LLM_candidate_3 with score 4.06/5, improving by at least 0.25.",high
B__NCT00917891_exc__item8_C4__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item8_C4,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Pap smear result requires further evaluation,Pap smear result requires further evaluation,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,B_current passed the De Jure-style judge threshold (4.62/5 >= 4.50/5); kept unchanged. Local validation failed after selection.,low
B__NCT00917891_exc__item9_C1__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C1,select_candidate,LLM_candidate_1,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""non_computable_reason""]",Grade 2 baseline haematology laboratory abnormality (DAIDS Table for Grading Adverse Experiences),"Any Grade 2, 3 or 4 baseline haematology, chemistry or urinalysis laboratory abnormality according to the DAIDS Table for Grading Adverse Experiences",exists,in,scalar,list,Grade 2,"[""Grade 2"", ""Grade 3"", ""Grade 4""]",,,partial,partial,pass,[],select_candidate,,,"B_current failed or was weaker (3.44/5). The best generated candidate was LLM_candidate_1 with score 4.00/5, improving by at least 0.25.",high
B__NCT00917891_exc__item9_C2__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 3 baseline haematology laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 3 baseline haematology laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 3,Grade 3,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.25/5; B_current score 3.25/5.,low
B__NCT00917891_exc__item9_C3__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C3,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 4 baseline haematology laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 4 baseline haematology laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 4,Grade 4,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.12/5; B_current score 3.12/5.,low
B__NCT00917891_exc__item9_C4__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C4,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 2 baseline chemistry laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 2 baseline chemistry laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 2,Grade 2,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.25/5; B_current score 3.25/5.,low
B__NCT00917891_exc__item9_C5__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C5,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 3 baseline chemistry laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 3 baseline chemistry laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 3,Grade 3,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.00/5; B_current score 3.00/5.,low
B__NCT00917891_exc__item9_C6__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C6,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 4 baseline chemistry laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 4 baseline chemistry laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 4,Grade 4,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.12/5; B_current score 3.12/5.,low
B__NCT00917891_exc__item9_C7__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C7,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 2 baseline urinalysis laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 2 baseline urinalysis laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 2,Grade 2,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.12/5; B_current score 3.12/5.,low
B__NCT00917891_exc__item9_C8__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C8,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 3 baseline urinalysis laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 3 baseline urinalysis laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 3,Grade 3,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.12/5; B_current score 3.12/5.,low
B__NCT00917891_exc__item9_C9__B_main_llm_rescue__entity_regrounding,B,NCT00917891_exc__item9_C9,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Grade 4 baseline urinalysis laboratory abnormality (DAIDS Table for Grading Adverse Experiences),Grade 4 baseline urinalysis laboratory abnormality (DAIDS Table for Grading Adverse Experiences),exists,exists,scalar,scalar,Grade 4,Grade 4,,,partial,partial,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.38/5; B_current score 3.38/5.,low
B__NCT00917891_inc__item10_C1__B_main_llm_rescue__history_context_recovery,B,NCT00917891_inc__item10_C1,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Willing to refrain from use of vaginal products,Willing to refrain from use of vaginal products,not_exists,not_exists,scalar,scalar,use of vaginal products,use of vaginal products,,,non_computable,non_computable,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.50/5; B_current score 3.50/5.,low
B__NCT00917891_inc__item10_C2__B_main_llm_rescue__entity_regrounding,B,NCT00917891_inc__item10_C2,human_review,none,skipped,no_update,not_applicable_final_decision:human_review,[],Willing to refrain from use of vaginal objects,Willing to refrain from use of vaginal objects,not_exists,not_exists,scalar,scalar,use of vaginal objects,use of vaginal objects,,,non_computable,non_computable,not_applicable,[],human_review,,,B_current did not pass and no generated candidate improved enough. Best=B_current score 3.62/5; B_current score 3.62/5.,low
